area_type,availability,location,size,society,total_sqft,bath,balcony,price
10,Ready To Move,Maruthi Extension,5,u,2000,4,2,180
10,Ready To Move,Vidyapeeta,6,u,875,3,1,98
6,Ready To Move,Pai Layout,2,u,1075,2,2,35
6,Ready To Move,Hebbal,3,Mahosya,1760,3,2,123
6,Ready To Move,Banashankari,2,u,1600,2,1,63.98
10,Ready To Move,Madiwala,4,u,910,4,1,140
6,Ready To Move,Haralur Road,2,Ozensve,1000,2,1,78
6,Ready To Move,7th Phase JP Nagar,2,BriumMi,1215,2,2,90
6,Ready To Move,EPIP Zone,3,Ste 2al,1734,3,3,125
6,Ready To Move,Akshaya Nagar,2,u,1280,2,1,60
6,Ready To Move,Rachenahalli,2,Paentta,1113,2,1,55
6,Ready To Move,Horamavu Banaswadi,2,u,1272,2,2,48
2,Ready To Move,Kereguddadahalli,3,Jaood G,1240,3,2,41
2,Ready To Move,Varthur,8,u,704,8,3,92
6,Ready To Move,Yelahanka,2,u,1100,2,1,70
6,Unavailable ,Ambalipura,2,Sisice ,896,2,1,30.13
6,Ready To Move,Rachenahalli,4,u,3657,5,0,220
6,Ready To Move,BTM 2nd Stage,2,Fea 3Al,1200,2,0,35
2,Ready To Move,Ramagondanahalli,4,u,2800,4,3,155
6,Unavailable ,Hebbal,4,Raard B,2790,4,3,198
2,Ready To Move,Ambalipura,3,AltesEs,3500,3,0,198
2,Ready To Move,Ramamurthy Nagar,3,u,3600,3,2,150
2,Ready To Move,Sarjapur,2,Srncya ,1500,2,2,30
10,Ready To Move,Meenakshi Layout,8,u,1200,7,0,220
6,Ready To Move,S R Layout,2,Seasare,1096,2,2,48
2,Ready To Move,Cholanayakanahalli,2,u,580,2,0,95
6,Ready To Move,GD Layout,2,u,1094,2,1,44
6,Ready To Move,Vittal Nagar,2,u,1100,2,2,49
6,Ready To Move,Iblur Village,4,DNionfl,2725,5,0,191
6,Unavailable ,Koramangala,4,Prood P,2503,6,2,325
6,Ready To Move,Nagarbhavi,2,u,1145,2,2,40
6,Ready To Move,Rachenahalli,3,Sovar S,1550,3,2,74.5
6,Ready To Move,Seegehalli,3,Paoliy ,1830,4,2,82
6,Unavailable ,Hoodi,3,Caycend,1746,3,3,84.95
2,Ready To Move,Maruthi Sevanagar,4,u,1280,4,1,115
6,Unavailable ,Kengeri,2,u,918,2,1,27.54
6,Unavailable ,Chandapura,1,SunceEs,645,1,1,16.45
6,Ready To Move,Banashankari Stage III,3,Pridsi ,1305,2,1,60
6,Ready To Move,Thigalarapalya,2,SLavena,1207,2,2,62
2,Ready To Move,Thanisandra,3,Soitya ,1678,3,2,125
6,Ready To Move,Kaggalipura,2,Baowsig,950,2,1,50
10,Ready To Move,Munnekollal,10,u,1200,7,0,240
6,Unavailable ,Electronic City,2,GMown E,1070,2,1,55
6,Ready To Move,Ardendale,3,SoystAm,1732.46,3,2,92
6,Ready To Move,Attibele,3,DSvar S,1639,2,1,40.98
6,Ready To Move,Marathahalli,2,Prionad,1360,2,1,103
10,Ready To Move,Malleshpalya,4,u,2592,4,2,250
10,Ready To Move,RMV 2nd Stage,3,u,4470,3,0,700
10,Ready To Move,Kithaganur,5,u,720,4,3,62
6,Ready To Move,Lakshminarayana Pura,3,RothaVa,1656,3,2,150
6,Ready To Move,Sarjapur  Road,2,Asira E,985,2,1,49
6,Ready To Move,Dodda Nekkundi,3,u,1999,3,2,135
6,Ready To Move,7th Phase JP Nagar,2,Brnia G,1050,2,1,75
6,Ready To Move,Whitefield,3,u,1440,2,2,64
6,Ready To Move,Basavangudi,3,Swers T,1600,2,2,160
6,Unavailable ,Ramagondanahalli,2,ViistLa,1253,2,1,52.66
10,Ready To Move,Shirdi Sai Nagar,3,u,1200,3,0,85
6,Ready To Move,Padmanabhanagar,3,u,1360,2,3,75
6,Ready To Move,Hagadur,2,u,1086,2,1,47.5
6,Ready To Move,Wilson Garden,3,Gonoril,1655,3,2,155
10,Unavailable ,Old Madras Road,4,u,2600,4,0,260
6,Ready To Move,Sarjapur  Road,2,Contsci,1418,2,2,78
6,Ready To Move,Kalena Agrahara,2,PuamaPa,1270,2,2,100
6,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,52.17
6,Unavailable ,"JP Nagar 7th Phase, ",2,u,1150,2,1,74
10,Ready To Move,Ramamurthy Nagar,2,u,600,3,2,45
2,Ready To Move,Raghuvanahalli,3,u,1440,3,2,65.8
10,Ready To Move,J C Nagar,3,u,1200,2,0,108
6,Ready To Move,Sadduguntepalya,2,Jaanaa ,1200,2,2,75
6,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,50.06
10,Ready To Move,Chandapura,4,Cangse ,1200,5,2,92
10,Ready To Move,Jalahalli,3,u,600,3,2,60
2,Unavailable ,Whitefield,1,u,624,1,1,35
6,Ready To Move,Electronic City,2,Pao 3ow,1060,2,1,58
6,Unavailable ,Hebbal,4,Cehosy ,3960,5,3,386
10,Unavailable ,Whitefield,2,u,1200,2,1,45
10,Ready To Move,Vidyaranyapura,4,u,1200,4,2,175
2,Ready To Move,Sarjapur,4,u,1917,3,0,60
6,Ready To Move,KR Puram,2,HovasTe,950,2,1,40
10,Unavailable ,Channasandra,2,u,3040,2,1,48
6,Unavailable ,BTM 2nd Stage,3,u,1250,3,1,50
6,Ready To Move,Vishwapriya Layout,2,Sanumn ,1235,2,2,60
6,Ready To Move,Budigere,1,PrityTr,722,1,0,46
10,Ready To Move,Kanakpura Road,4,ColeyNa,2775,3,1,165
2,Ready To Move,Sarjapur  Road,2,Mades G,1200,2,1,93
2,Ready To Move,Bannerghatta Road,3,u,1400,3,0,68
2,Ready To Move,Mallathahalli,3,Viers S,1225,3,3,60
6,Ready To Move,Marathahalli,2,u,1220,2,1,58.5
6,Ready To Move,Nagavarapalya,1,PuonsSe,705,1,1,52.5
6,Ready To Move,Battarahalli,3,PaontWa,1880,3,2,94.36
10,Ready To Move,Yelahanka,2,u,1200,2,1,70
2,Ready To Move,Doddakammanahalli,3,SrarkSk,1550,2,1,60
6,Ready To Move,Lingadheeranahalli,3,Soiewre,1893,3,1,130
6,Ready To Move,HMT Layout,3,LoentKr,1650,3,2,75
2,Ready To Move,Chikkathoguru,2,Srvasi ,1113,2,2,46
10,Ready To Move,BEL Road,2,u,1500,2,0,203
10,Ready To Move,Kamakshipalya,9,u,1800,9,1,180
6,Ready To Move,Sarjapur  Road,3,MJtumty,1586,3,3,70
10,Ready To Move,Seegehalli,3,Chorda ,4000,3,1,235
6,Ready To Move,Yelahanka New Town,3,SPllain,1541,3,3,80
6,Unavailable ,Haralur Road,3,SNnia E,1830,3,2,101
6,Ready To Move,Kodigehalli,2,u,1200,2,2,48
10,Ready To Move,Bidrahalli,3,u,1800,2,0,72
6,Unavailable ,Bommasandra,2,SSestth,1015,2,1,40
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1120,2,2,37.95
6,Unavailable ,Hoodi,1,GoAirej,706,1,1,48.24
10,Ready To Move,Medi Agrahara,4,u,1350,4,2,85
10,Ready To Move,Kumaraswami Layout,6,u,610,4,0,95
10,Ready To Move,Kanakpura Road,3,ColeyNa,1900,3,1,99
10,Ready To Move,Harlur,4,u,1200,4,0,243
2,Ready To Move,Seegehalli,4,Paoliy ,3000,5,3,150
6,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,42
6,Unavailable ,Kanakpura Road,2,Soazak ,1290,2,3,80
6,Ready To Move,Akshaya Nagar,2,SuBayin,1200,2,1,50
2,Ready To Move,Hormavu,2,Naandit,1150,2,1,53.11
6,Ready To Move,Uttarahalli,3,u,1360,2,3,61.2
7,Ready To Move,4th Block Koramangala,9,u,4500,9,0,500
6,Unavailable ,whitefiled,2,u,935,2,1,32.73
6,Ready To Move,Cox Town,3,ElentAp,1730,3,3,140
6,Ready To Move,Sarjapur  Road,2,u,1260,2,2,53
2,Ready To Move,Banagiri Nagar,6,u,675,6,2,125
10,Ready To Move,Marathahalli,4,u,4000,4,1,650
6,Ready To Move,Marathahalli,2,u,950,2,1,45.68
10,Ready To Move,Subbannaiah Palya,2,u,600,3,2,85
2,Ready To Move,Vadarpalya,5,u,2500,5,2,120
6,Unavailable ,Hegde Nagar,4,SoisoCa,3216,5,2,300
10,Ready To Move,N R Layout,6,u,800,3,2,120
6,Ready To Move,Budigere,3,PrityTr,1991,4,2,88
6,Ready To Move,Sarjapur  Road,2,Shthi S,1115,2,1,60
6,Ready To Move,Koramangala,3,Gencysi,1900,3,3,150
6,Unavailable ,Whitefield,2,SMuilan,1109,2,1,41.49
6,Ready To Move,Rajiv Nagar,4,PuoodSk,2340,5,1,129
10,Ready To Move,Judicial Layout,6,u,1200,6,2,300
10,Ready To Move,Whitefield,4,Chllea ,4356,5,1,850
6,Ready To Move,9th Phase JP Nagar,2,NaensGa,1005,2,1,43
6,Unavailable ,Kengeri,1,VBn 2lm,416,1,1,19.5
6,Ready To Move,1st Phase JP Nagar,2,NCaveun,1394,2,1,100
6,Ready To Move,Harlur,3,SrEndPo,2138,3,2,110
2,Ready To Move,Richards Town,3,Arata A,1550,3,2,160
6,Ready To Move,Nagavarapalya,3,Giconal,1300,3,1,80
6,Ready To Move,Thanisandra,2,Bhmesy ,1265,2,2,82
2,Ready To Move,Manorayana Palya,2,u,1140,2,2,52
7,Ready To Move,BCC Layout,2,Mae 1Ar,1050,2,3,40
2,Ready To Move,Thanisandra,2,u,1100,2,1,48
6,Unavailable ,Varthur,2,Soamsay,1012,2,1,59
10,Unavailable ,Varthur,4,Darsh S,1600,4,3,112
6,Ready To Move,Yelahanka,2,Niareum,1326,2,2,57
2,Ready To Move,Hebbal Kempapura,3,u,1654,2,3,85
10,Ready To Move,Jeevan bima nagar,3,u,1705,2,1,290
6,Ready To Move,Chikkalasandra,2,u,1070,2,1,42.8
6,Ready To Move,Whitefield,3,Brony H,1700,3,2,95
7,Unavailable ,Bhoganhalli,2,Rosha I,910.2,2,1,80.64
6,Ready To Move,Kogilu,2,u,1140,2,2,50.66
10,Ready To Move,Whitefield,4,Skensk ,4960,4,3,400
6,Unavailable ,Talaghattapura,3,Sodgere,2254,3,2,170
6,Unavailable ,Kanakapura,2,u,945,2,1,47
6,Unavailable ,Begur Road,4,Pruthg ,2462,6,2,150
10,Ready To Move,Giri Nagar,3,u,1350,3,0,240
6,Unavailable ,Marathahalli,1,PrensKe,615,1,1,44
10,Ready To Move,Ramamurthy Nagar,2,u,1110,2,0,65
6,Unavailable ,Haralur Road,1,SNnia E,575,1,1,88
6,Unavailable ,Electronic City,2,GMown E,1025,2,1,54.1
2,Ready To Move,Vinayak Nagar,3,Niarknt,1758,3,2,95
6,Unavailable ,Gopalapura,4,Sothadr,3179,5,3,351
6,Ready To Move,Kaikondrahalli,3,Srsica ,1342,3,3,92
6,Ready To Move,Kalyan nagar,3,AgaveEn,1800,3,2,85
2,Unavailable ,Whitefield,4,u,2928,4,3,198
2,Ready To Move,Doddathoguru,2,u,1140,2,3,32
6,Unavailable ,Raja Rajeshwari Nagar,2,Prllsan,1608,2,2,85
6,Ready To Move,Kadugodi,3,u,1645,2,2,82
6,Unavailable ,Ramamurthy Nagar,3,Vaharvi,1410,2,1,56.4
6,Ready To Move,Harlur,2,u,1200,2,2,52
6,Unavailable ,8th Phase JP Nagar,3,u,1275,2,2,41.5
2,Ready To Move,Dodda Nekkundi,4,Adstah ,3800,4,2,600
6,Ready To Move,Kada Agrahara,3,CoaveAt,909,2,1,40
2,Ready To Move,Basavanapura,2,u,1200,3,0,85
6,Ready To Move,Kalyan nagar,2,NCold G,1080,2,2,73
10,Ready To Move,Madanayakahalli,2,u,1200,2,1,34
6,Unavailable ,Akshaya Nagar,2,Suiumy ,1092,2,1,60
6,Ready To Move,Jalahalli,3,Prensin,1932,4,3,135
6,Ready To Move,KR Puram,2,SVlesas,1156,2,1,72
6,Ready To Move,Bellandur,2,u,924,2,2,35.11
6,Ready To Move,Thubarahalli,2,Kenia G,1330,2,1,75
6,Unavailable ,Thanisandra,3,Bhmesy ,1917,4,2,113
6,Unavailable ,Chandapura,2,SunceEs,985,2,1,25.12
10,Ready To Move,Mahalakshmi Puram,6,u,2400,6,2,408
10,Ready To Move,Richmond Town,4,u,1800,5,2,500
10,Ready To Move,Mahalakshmi Puram,2,u,1290,1,0,225
6,Unavailable ,Kodigehalli,1,u,655,1,1,53
2,Ready To Move,4th Block Koramangala,3,u,1800,3,3,140
2,Ready To Move,Margondanahalli,4,u,1360,2,2,45
6,Ready To Move,Bellandur,3,Krala D,1785,3,3,118
6,Ready To Move,Kadugodi,7,u,4000,7,2,130
6,Unavailable ,Hebbal,3,Raard B,1645,3,2,120
6,Ready To Move,Gottigere,2,Sklls C,1235,2,2,63
10,Ready To Move,Anandapura,2,u,900,2,0,48
6,Ready To Move,Thanisandra,1,Pronyt ,662,1,1,42
10,Ready To Move,TC Palaya,5,u,1440,5,1,100
6,Unavailable ,Whitefield,2,Suhamra,1215,2,1,62
6,Ready To Move,Bisuvanahalli,2,Prityel,845,2,1,37
6,Ready To Move,Sarjapur  Road,3,Ahriaup,1525,2,2,87
2,Ready To Move,Jaladarsini Layout,2,DiaveEn,1000,2,2,48
6,Unavailable ,Hebbal,3,Magiaya,1255,2,1,90
6,Ready To Move,Mysore Road,3,PrntaEn,1560,3,2,120
2,Ready To Move,Kasavanhalli,3,u,2100,3,3,110
6,Ready To Move,Kodichikkanahalli,3,Suntsan,1620,2,2,85
6,Ready To Move,Marathahalli,3,PuilaMi,1595,3,2,90
6,Unavailable ,Basavanapura,2,u,1095,2,2,38.52
2,Ready To Move,9th Phase JP Nagar,2,NaensGa,835,2,0,37
6,Unavailable ,Hennur Road,3,DSapeSk,2182,3,2,72.04
6,Ready To Move,Thigalarapalya,2,u,1418,2,2,106
6,Unavailable ,Sanjay nagar,3,u,1900,2,2,180
6,Unavailable ,Whitefield,3,Goted U,2700,5,2,175
6,Ready To Move,BTM 2nd Stage,2,Rencyes,1070,2,1,48
10,Ready To Move,Ramamurthy Nagar,9,u,2000,9,2,150
10,Ready To Move,Munnekollal,43,u,2400,40,0,660
6,Unavailable ,Electronics City Phase 1,1,Shitt S,755,1,1,42.41
6,Unavailable ,Hebbal,3,Raard B,1645,3,2,117
10,Ready To Move,Sarjapur,3,u,2400,3,2,190
6,Unavailable ,Chandapura,1,SunceEs,645,1,1,16.45
2,Unavailable ,4th T block Jayanagar,4,u,3900,4,0,333
10,Ready To Move,Attur Layout,3,u,2400,4,2,200
10,Ready To Move,1st Block HRBR Layout,10,u,2416,10,0,600
2,Ready To Move,Electronics City Phase 1,2,SNavenc,919,2,0,28
6,Ready To Move,Bannerghatta Road,3,Hiate F,1725,3,0,110
6,Unavailable ,Sarjapur  Road,2,PualeSk,1346,2,1,71.32
2,Ready To Move,Electronic City Phase II,2,Coush W,1070,2,2,45
6,Ready To Move,Begur Road,2,SLtalry,1225,2,1,35.52
10,Ready To Move,Sarakki Nagar,6,u,880,6,2,75
2,Ready To Move,Neeladri Nagar,1,Guenoa ,640,1,1,20.5
6,Ready To Move,Chikkalasandra,3,u,1310,2,1,52.4
6,Ready To Move,Kanakapura,2,u,1190,2,2,39
6,Ready To Move,Basavanna Nagar,3,Itala A,1645,3,2,87.5
6,Ready To Move,Marathahalli,2,Asintas,1350,2,1,89
6,Ready To Move,Vittasandra,2,Prlla C,1404,2,1,68.8
6,Unavailable ,Electronic City,3,Sie 2is,1105,2,1,35
6,Unavailable ,Kanakpura Road,2,PrarePa,900,2,1,41
10,Ready To Move,A Narayanapura,4,u,1650,4,3,320
6,Ready To Move,Dodda Nekkundi,2,u,1100,2,1,41.15
2,Ready To Move,Thanisandra,4,u,2100,4,1,95
6,Unavailable ,Thanisandra,3,Bhmesy ,1948,3,2,130
6,Ready To Move,Singasandra,3,u,1464,3,2,56
6,Ready To Move,Raja Rajeshwari Nagar,2,u,1210,2,2,45
2,Ready To Move,Yelahanka,5,u,4000,5,2,220
6,Ready To Move,Brooke Bond First Cross,2,Viium E,1252,2,2,55
10,Ready To Move,Nagarbhavi,5,u,1200,4,3,240
6,Ready To Move,Sarjapur  Road,5,Maana E,3905,7,0,290
6,Ready To Move,Kundalahalli Colony,3,Goourta,2600,3,2,140
6,Ready To Move,7th Phase JP Nagar,3,Axdam V,1300,3,2,89.13
6,Ready To Move,7th Phase JP Nagar,2,Brnia G,1130,2,2,73
10,Ready To Move,Budigere,4,u,1200,3,0,135
2,Ready To Move,Thanisandra,3,Soitya ,1690,3,2,125
2,Ready To Move,Padmanabhanagar,3,u,4500,4,2,360
6,Ready To Move,Tasker Town,2,u,950,2,1,60
6,Ready To Move,Marathahalli,2,Aiitya ,1020,2,1,57
2,Unavailable ,"Hoodi Circle, ",4,u,2107,4,3,95
6,Ready To Move,Marathahalli,3,u,1735,3,2,72
2,Ready To Move,Sarjapur  Road,2,Shthi S,915,2,2,37
6,Ready To Move,Glass Factory Layout,3,VMlet C,1450,3,3,68
6,Ready To Move,Thigalarapalya,3,Prtanha,2215,4,2,156
6,Ready To Move,Raghavendra Nagar,3,Keony H,2431,3,1,100
6,Unavailable ,Hennur Road,3,Puachal,1804,3,2,102
6,Unavailable ,Marathahalli,2,PuilaMi,1600,3,2,88
6,Ready To Move,Uttarahalli,2,Revane ,1280,2,2,75
6,Unavailable ,Hebbal,3,Magiaya,1255,3,2,77.68
6,Ready To Move,Koramangala,2,Proodt ,1320,2,1,150
6,Ready To Move,Hoodi,2,Keers S,1257,2,1,69
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1240,2,1,53.27
10,Ready To Move,Milk Colony,4,u,1200,4,2,240
10,Ready To Move,Bannerghatta Road,6,Upoutks,1850,6,3,150
6,Ready To Move,Hulimavu,2,RatosAr,1255,2,3,66
6,Ready To Move,Ananth Nagar,2,u,870,2,2,36
6,Ready To Move,Tumkur Road,3,Soubya ,1789,3,2,98
10,Ready To Move,Basaveshwara Nagar,6,u,800,6,2,110
6,Ready To Move,Electronic City,2,Itelaa ,660,1,1,18
10,Ready To Move,"Basnashankari,6th stage,",3,u,600,3,1,54
6,Ready To Move,Coffee Board Layout,2,Tepleee,1155,2,3,56
6,Ready To Move,R.T. Nagar,2,Siilka ,1235,2,2,65
10,Ready To Move,Yelahanka,4,Edreelm,2675,4,2,140
6,Ready To Move,CV Raman Nagar,2,Madener,1025,2,2,50
2,Ready To Move,Raja Rajeshwari Nagar,3,AcisePa,1395,2,2,72
6,Ready To Move,Rachenahalli,3,Sovar S,1530,2,2,74.4
6,Ready To Move,Dodda Nekkundi,3,Brity U,1252,2,1,71
6,Unavailable ,Hennur Road,2,DSeldpr,1081,2,1,30.27
6,Ready To Move,Haralur Road,3,Ozensve,1255,3,1,130
6,Ready To Move,Ardendale,4,AWharde,2062,3,0,150
6,Ready To Move,Choodasandra,3,GRhtiru,1220,3,2,56
2,Ready To Move,Jigani,3,u,1408,2,0,55
6,Ready To Move,Bisuvanahalli,3,Prityel,1180,2,1,60
6,Ready To Move,Sarjapur  Road,1,Shthi S,715,1,2,29
6,Ready To Move,Sarjapur  Road,2,Jauraht,1230,2,3,94.5
6,Ready To Move,Kaggadasapura,2,Gincyi ,1035,2,2,45.5
6,Ready To Move,EPIP Zone,4,BrontLa,3360,5,0,225
6,Ready To Move,Kathriguppe,3,Prone M,1300,3,2,77.99
6,Unavailable ,Kanakpura Road,3,PrarePa,1100,3,1,52.97
6,Ready To Move,Whitefield,2,Prtates,1216,2,1,84
6,Unavailable ,Shirdi Sai Layout,2,u,1450,2,3,62.63
6,Ready To Move,Nagavarapalya,1,PuonsSe,705,1,1,57
6,Ready To Move,Gottigere,3,JaghtDe,1385,3,2,64
10,Unavailable ,Anekal,2,u,1200,2,1,36.1
6,Unavailable ,Electronic City Phase II,3,Sryalan,1310,2,1,32.75
2,Ready To Move,Sarjapur  Road,2,Amionce,1043,2,1,39.5
6,Ready To Move,Koramangala,2,Saace P,1320,2,2,110
6,Ready To Move,Near ullas theater,3,u,1900,3,2,205
6,Ready To Move,Varthur,2,DSingSt,1140,2,2,39.9
2,Ready To Move,Kadugodi,2,K tlete,1100,2,1,45
6,Unavailable ,Hebbal,3,Arcia S,1586,3,2,90
6,Unavailable ,Chandapura,2,SunceEs,975,2,1,24.86
2,Ready To Move,Amruthnagar,2,Saeur G,1365,3,2,60
6,Unavailable ,Rajaji Nagar,2,ProdsWe,1263,2,0,107
6,Ready To Move,Begur Road,3,Dhalsh ,1565,2,2,59.76
10,Ready To Move,Karuna Nagar,3,CoinoCu,1163,3,2,180
6,Unavailable ,Whitefield,4,Prtates,2882,5,1,204
6,Ready To Move,Hennur Road,3,Samittv,2320,3,2,170
2,Ready To Move,Sarjapur  Road,3,Soisy D,1750,3,3,99
6,Ready To Move,Kudlu,2,GKityel,1143,2,1,55
6,Ready To Move,Hennur Road,3,SaireSa,1936,3,1,118
6,Ready To Move,Electronic City,2,Itelaa ,660,1,1,15
6,Ready To Move,Chandapura,2,KHityry,700,1,1,19
6,Ready To Move,Chikkakannalli,3,u,1402,2,2,85
2,Ready To Move,Hebbal,4,Emceske,4640,4,2,600
6,Ready To Move,Electronic City,2,Itvir M,1000,2,2,41
6,Ready To Move,Gottigere,2,Srncyla,1000,2,1,35
6,Unavailable ,Kengeri Satellite Town,2,DSestSt,818,2,1,26
2,Ready To Move,Bommenahalli,4,Prana S,1680,3,0,135
6,Ready To Move,Kalyan nagar,4,Satle C,2422,3,2,150
6,Ready To Move,Indira Nagar,2,Gonorir,1145,2,2,100
6,Unavailable ,Chandapura,3,SunceEs,1190,2,2,30.35
6,Unavailable ,Sarjapur  Road,2,Ahciace,1145,2,1,62
6,Ready To Move,Somasundara Palya,3,u,1575,3,3,68
10,Ready To Move,Bannerghatta Road,3,u,9000,4,1,390
6,Ready To Move,Thanisandra,2,u,1200,2,2,46
6,Ready To Move,Yelahanka,3,u,1500,2,2,63
2,Ready To Move,Ramamurthy Nagar,4,u,2560,4,2,75
6,Ready To Move,Kothanur,3,u,1583,3,3,76.1
6,Unavailable ,Kanakpura Road,2,PrarePa,700,2,1,34.98
2,Ready To Move,Bannerghatta Road,2,Saavenc,950,2,0,38
6,Ready To Move,Banashankari,2,u,1041,2,1,36.44
6,Ready To Move,Thubarahalli,2,Adity S,1085,2,1,70
6,Unavailable ,Anjanapura,2,u,1070,2,2,37
6,Ready To Move,Raja Rajeshwari Nagar,2,MaaveDu,1165,2,1,45
2,Ready To Move,Bommasandra,2,RKhipwn,1000,2,1,35
6,Unavailable ,Horamavu Agara,2,Prhar G,1169,2,1,64
2,Ready To Move,A Narayanapura,4,u,1150,4,1,110
6,Ready To Move,Whitefield,3,Brony H,1840,3,2,140
2,Ready To Move,Bhuvaneswari Nagar,3,RRersow,1550,3,1,75
6,Ready To Move,Kaval Byrasandra,2,u,997,2,3,53
2,Unavailable ,Gunjur,2,Paestol,1457,2,3,60
6,Ready To Move,ISRO Layout,2,u,1000,2,1,60
10,Ready To Move,KR Puram,2,u,1000,2,0,60
10,Ready To Move,Sarjapur  Road,3,Pelle P,1500,3,2,88
10,Ready To Move,Cottonpet,5,u,958,3,1,210
2,Ready To Move,Lakshminarayana Pura,2,RothaVa,1165,2,2,75
10,Ready To Move,Upkar Layout,7,u,1200,7,3,169
6,Unavailable ,Kasavanhalli,3,u,1787,3,2,123
6,Ready To Move,Raja Rajeshwari Nagar,3,u,1288,2,1,70
6,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,54.11
6,Unavailable ,Hulimavu,3,Vapasrk,3035,5,0,271
6,Ready To Move,Doddathoguru,1,u,750,1,1,25.5
10,Ready To Move,Yelachenahalli,4,BaiseBa,900,2,1,115
10,Unavailable ,Channasandra,3,u,1200,3,1,67.77
6,Ready To Move,Electronic City,3,GMown E,1500,2,1,78
6,Ready To Move,Ambalipura,2,u,1230,2,2,66.25
6,Ready To Move,Marathahalli,1,Asintas,780,1,1,55
2,Ready To Move,Bannerghatta Road,2,PrliaRe,1220,2,1,80
6,Ready To Move,Kanakpura Road,2,Shine S,1110,2,2,43
6,Ready To Move,Yeshwanthpur Industrial Suburb,3,u,2100,3,2,240
10,Ready To Move,Hosakerehalli,9,u,1380,9,0,150
6,Ready To Move,Akshaya Nagar,3,u,1690,3,2,85
6,Ready To Move,Bannerghatta Road,2,PrarePa,1130,2,2,78
6,Unavailable ,Electronic City,2,KonteiT,1213,2,1,59.32
6,Ready To Move,Kengeri,2,BDlexHo,900,2,2,45
6,Ready To Move,Panathur,2,Prcesvy,1199,2,1,85
10,Ready To Move,Nandi Hills,4,u,5000,4,2,290
6,Unavailable ,Bhoganhalli,4,Rosha I,1974,0,0,111
10,Ready To Move,Bellandur,7,u,700,8,0,100
6,Unavailable ,Uttarahalli,1,PrdgeLa,661,1,1,36
6,Unavailable ,Thanisandra main road,2,u,1804,2,1,285
6,Ready To Move,Marathahalli,3,Asintas,1710,3,2,100
2,Ready To Move,Kengeri Satellite Town,2,Malowr ,1030,2,2,50
6,Ready To Move,Choodasandra,3,GRhtiru,1220,3,2,56
6,Ready To Move,Marathahalli,3,u,1530,3,2,73.5
10,Unavailable ,Ramamurthy Nagar,2,u,1200,2,1,78
6,Ready To Move,Rajarajeshwari nagar,3,u,2000,3,2,85
7,Ready To Move,Nagarbhavi,1,u,300,1,1,20
6,Ready To Move,Green Glen Layout,3,Soweray,1751,2,1,115
2,Ready To Move,R.T. Nagar,2,Sants A,800,1,0,170
6,Ready To Move,Panathur,2,Saarep ,1255,2,2,79
6,Unavailable ,Whitefield,3,PritaDo,1778,3,2,122
6,Ready To Move,Ashirvad Colony,2,Swhtsna,1100,2,1,45
6,Ready To Move,Hennur Road,2,Eltert ,1480,2,2,65
6,Unavailable ,Marathahalli,2,Prionad,1358,2,1,81
2,Ready To Move,Electronics City Phase 1,1,PaownNe,580,1,1,27
6,Unavailable ,Choodasandra,2,Emhtsl ,1197,2,1,63
10,Ready To Move,HRBR Layout,4,u,1200,2,1,170
6,Ready To Move,Lingadheeranahalli,3,Soiewre,1705,3,1,110
2,Unavailable ,Electronic City Phase II,3,Sryalan,1310,2,1,37.83
6,Unavailable ,Hoodi,2,GoAirej,1132,2,0,67.9
10,Ready To Move,SMV layout,3,u,1200,3,0,140
2,Ready To Move,Peenya,2,u,814,2,1,55
6,Ready To Move,Electronic City,3,Goty  E,1575,3,2,90
6,Ready To Move,Pattandur Agrahara,2,MaidoPl,1302,2,1,66
10,Ready To Move,Sultan Palaya,6,u,1800,8,1,175
6,Unavailable ,Hegde Nagar,3,SoisoCa,2006.8,4,2,196
2,Ready To Move,Saptagiri Layout,2,u,1100,2,2,44
10,Ready To Move,Vijaya Bank Layout,5,u,2400,5,2,400
6,Ready To Move,Doddabanahalli,2,u,830,2,2,37
2,Ready To Move, Electronic City,1,GMown E,435,1,1,19.5
6,Ready To Move,Mathikere,3,Dovel M,1590,3,0,120
2,Unavailable ,Electronic City Phase II,2,Sryalan,1140,2,1,33.06
6,Ready To Move,Kasavanhalli,2,Srire S,1090,2,2,59.8
6,Ready To Move,Thanisandra,3,R ra  R,1922,3,3,106
6,Ready To Move,Thanisandra,2,Bhmesy ,965,2,1,67
6,Ready To Move,Mysore Road,2,u,883,2,1,40.95
6,Ready To Move,8th Phase JP Nagar,2,MBodsen,1062,2,1,42.47
6,Unavailable ,Electronic City Phase II,2,SRhtsa ,888,2,0,32.67
6,Ready To Move,Babusapalaya,3,ARngsd ,1358,2,1,43.1
6,Unavailable ,Hoodi,2,GoAirej,1108,2,1,87
6,Unavailable ,Harlur,2,Prncyrn,1197,2,1,79
6,Unavailable ,Sarjapur  Road,2,Frhtsr ,1190,2,1,50
6,Ready To Move,Dairy Circle,4,Soeurri,3754,6,2,430
6,Unavailable ,Vijayanagar,3,Saityat,1749,3,1,117
